Album,Artist,Bytes,Sales,City,Company,Composer,Country,CustomerID,Email,FirstName,Genre,InvoiceDate,InvoiceID,LastName,MediaType,Milliseconds,Number of Records,Phone,PostalCode,Quantity,Region,State,Track,UnitPrice
Retrospective I (1974-1980),Rush,5.77M,3.96,Toronto,,Geddy Lee And Alex Lifeson/Geddy Lee And Neil Peart/Rush,Canada,29,robbrown@shaw.ca,Robert,Rock,2/25/2010 0:00,180,Brown,MPEG audio file,175412,1,+1 (416) 363-8888,M6J 1V1,4,North  America,ON,Closer To The Heart,0.99
Judas 0: B-Sides and Rarities,Smashing Pumpkins,12.87M,4.95,Toronto,,Billy Corgan,Canada,29,robbrown@shaw.ca,Robert,Alternative & Punk,2/25/2010 0:00,180,Brown,MPEG audio file,399986,1,+1 (416) 363-8888,M6J 1V1,5,North  America,ON,Soot & Stars,0.99
Rotten Apples: Greatest Hits,Smashing Pumpkins,8.03M,4.95,Toronto,,Billy Corgan,Canada,29,robbrown@shaw.ca,Robert,Alternative & Punk,2/25/2010 0:00,180,Brown,MPEG audio file,250697,1,+1 (416) 363-8888,M6J 1V1,5,North  America,ON,Real Love,0.99
Greatest Hits,Lenny Kravitz,8.19M,4.95,Toronto,,Mick Hucknall,Canada,29,robbrown@shaw.ca,Robert,Rock,2/25/2010 0:00,180,Brown,MPEG audio file,248137,1,+1 (416) 363-8888,M6J 1V1,5,North  America,ON,Stars,0.99
O Samba PoconÃ©,Skank,9.81M,4.95,Toronto,,Samuel Rosa,Canada,29,robbrown@shaw.ca,Robert,Rock,2/25/2010 0:00,180,Brown,MPEG audio file,292414,1,+1 (416) 363-8888,M6J 1V1,5,North  America,ON,Um Dia Qualquer,0.99
Morning Dance,Spyro Gyra,9.77M,0.99,Dijon,,Jeremy Wall,France,43,isabelle_mercier@apple.fr,Isabelle,Jazz,3/5/2010 0:00,181,Mercier,MPEG audio file,291500,1,+33 03 80 73 66 99,21000,1,Europe,,Starburst,0.99
Morning Dance,Spyro Gyra,9.03M,0.99,Helsinki,,Chet Catallo,Finland,44,terhi.hamalainen@apple.fi,Terhi,Jazz,3/18/2010 0:00,182,Hamamalinen,MPEG audio file,270027,1,+358 09 870 2000,530,1,Europe,,It Doesn't Matter,0.99
Morning Dance,Spyro Gyra,11.37M,2.97,Helsinki,,Jay Beckenstein,Finland,44,terhi.hamalainen@apple.fi,Terhi,Jazz,3/18/2010 0:00,182,Hamamalinen,MPEG audio file,338729,1,+358 09 870 2000,530,3,Europe,,Heliopolis,0.99
In Step,Stevie Ray Vaughan & Double Trouble,8.24M,3.96,Dublin,,B. Carter/C. Layton/R. Ellsworth/R. Wynans/T. Shannon,Ireland,46,hughoreilly@apple.ie,Hugh,Blues,3/18/2010 0:00,183,O'Reilly,MPEG audio file,251219,1,+353 01 6792424,,4,Europe,Dublin,Crossfire,0.99
Morning Dance,Spyro Gyra,10.55M,3.96,Dublin,,Rick Strauss,Ireland,46,hughoreilly@apple.ie,Hugh,Jazz,3/18/2010 0:00,183,O'Reilly,MPEG audio file,320078,1,+353 01 6792424,,4,Europe,Dublin,End Of Romanticism,0.99
In Step,Stevie Ray Vaughan & Double Trouble,17.23M,0.99,Amsterdam,,Stevie Ray Vaughan,Netherlands,48,johavanderberg@yahoo.nl,Johannes,Blues,3/19/2010 0:00,184,Van der Berg,MPEG audio file,528692,1,+31 020 6223130,1016,1,Europe,VV,Riviera Paradise,0.99
In Step,Stevie Ray Vaughan & Double Trouble,5.35M,2.97,Amsterdam,,Doyle Bramhall/Stevie Ray Vaughan,Netherlands,48,johavanderberg@yahoo.nl,Johannes,Blues,3/19/2010 0:00,184,Van der Berg,MPEG audio file,163422,1,+31 020 6223130,1016,3,Europe,VV,Scratch-N-Sniff,0.99
In Step,Stevie Ray Vaughan & Double Trouble,4.65M,4.95,Amsterdam,,Stevie Ray Vaughan,Netherlands,48,johavanderberg@yahoo.nl,Johannes,Blues,3/19/2010 0:00,184,Van der Berg,MPEG audio file,140826,1,+31 020 6223130,1016,5,Europe,VV,Travis Walk,0.99
In Step,Stevie Ray Vaughan & Double Trouble,5.38M,4.95,Amsterdam,,Willie Dixon,Netherlands,48,johavanderberg@yahoo.nl,Johannes,Blues,3/19/2010 0:00,184,Van der Berg,MPEG audio file,164127,1,+31 020 6223130,1016,5,Europe,VV,Let Me Love You Baby,0.99
Core,Stone Temple Pilots,16.47M,0.99,London,,D. DeLeo/Kretz/Weiland,United Kingdom,52,emma_jones@hotmail.com,Emma,Rock,3/20/2010 0:00,185,Jones,MPEG audio file,505991,1,+44 020 7707 0707,N1 5LH,1,Europe,,Where The River Goes,0.99
Mezmerize,System Of A Down,6.62M,2.97,London,,"Tankian, Serj",United Kingdom,52,emma_jones@hotmail.com,Emma,Metal,3/20/2010 0:00,185,Jones,MPEG audio file,200698,1,+44 020 7707 0707,N1 5LH,3,Europe,,Question!,0.99
Core,Stone Temple Pilots,10.61M,2.97,London,,R. DeLeo/Weiland,United Kingdom,52,emma_jones@hotmail.com,Emma,Rock,3/20/2010 0:00,185,Jones,MPEG audio file,324623,1,+44 020 7707 0707,N1 5LH,3,Europe,,Piece Of Pie,0.99
Mezmerize,System Of A Down,4.32M,4.95,London,,"Tankian, Serj",United Kingdom,52,emma_jones@hotmail.com,Emma,Metal,3/20/2010 0:00,185,Jones,MPEG audio file,131787,1,+44 020 7707 0707,N1 5LH,5,Europe,,Cigaro,0.99
Core,Stone Temple Pilots,2.66M,4.95,London,,Dean Deleo,United Kingdom,52,emma_jones@hotmail.com,Emma,Rock,3/20/2010 0:00,185,Jones,MPEG audio file,80613,1,+44 020 7707 0707,N1 5LH,5,Europe,,No Memory,0.99
[1997] Black Light Syndrome,"Terry Bozzio, Tony Levin & Steve Stevens",29.01M,4.95,London,,"Terry Bozzio, Steve Stevens, Tony Levin",United Kingdom,52,emma_jones@hotmail.com,Emma,Rock,3/20/2010 0:00,185,Jones,MPEG audio file,880640,1,+44 020 7707 0707,N1 5LH,5,Europe,,The Sun Road,0.99
Beyond Good And Evil,The Cult,9.98M,0.99,Delhi,,Billy Duffy/Ian Astbury,India,58,manoj.pareek@rediff.com,Manoj,Rock,3/23/2010 0:00,186,Pareek,MPEG audio file,308009,1,+91 0124 39883988,110017,1,Asia,,True Believers,0.99
Beyond Good And Evil,The Cult,9.74M,0.99,Delhi,,Billy Duffy/Ian Astbury/Marti Frederiksen/Mick Jones,India,58,manoj.pareek@rediff.com,Manoj,Rock,3/23/2010 0:00,186,Pareek,MPEG audio file,299781,1,+91 0124 39883988,110017,1,Asia,,Breathe,0.99
The Singles,The Clash,7.36M,1.98,Delhi,,The Clash,India,58,manoj.pareek@rediff.com,Manoj,Alternative & Punk,3/23/2010 0:00,186,Pareek,MPEG audio file,222145,1,+91 0124 39883988,110017,2,Asia,,Rock The Casbah,0.99
The Singles,The Clash,9.07M,3.96,Delhi,,Joe Strummer/Mick Jones,India,58,manoj.pareek@rediff.com,Manoj,Alternative & Punk,3/23/2010 0:00,186,Pareek,MPEG audio file,272431,1,+91 0124 39883988,110017,4,Asia,,Bankrobber,0.99
Live [Disc 1],The Black Crowes,12.05M,3.96,Delhi,,Chris Robinson/Rich Robinson,India,58,manoj.pareek@rediff.com,Manoj,Blues,3/23/2010 0:00,186,Pareek,MPEG audio file,368300,1,+91 0124 39883988,110017,4,Asia,,Cursed Diamonds,0.99
Live [Disc 2],The Black Crowes,12.23M,3.96,Delhi,,Chris Robinson/Rich Robinson,India,58,manoj.pareek@rediff.com,Manoj,Blues,3/23/2010 0:00,186,Pareek,MPEG audio file,371879,1,+91 0124 39883988,110017,4,Asia,,High Head Blues,0.99
The Singles,The Clash,7.88M,4.95,Delhi,,Joe Strummer/Mick Jones,India,58,manoj.pareek@rediff.com,Manoj,Alternative & Punk,3/23/2010 0:00,186,Pareek,MPEG audio file,240640,1,+91 0124 39883988,110017,5,Asia,,(White Man) In Hammersmith Palais,0.99
Live [Disc 2],The Black Crowes,6.79M,4.95,Delhi,,A.Isbell/A.Jones/O.Redding,India,58,manoj.pareek@rediff.com,Manoj,Blues,3/23/2010 0:00,186,Pareek,MPEG audio file,206994,1,+91 0124 39883988,110017,5,Asia,,Hard To Handle,0.99
[1997] Black Light Syndrome,"Terry Bozzio, Tony Levin & Steve Stevens",17.46M,4.95,Delhi,,"Terry Bozzio, Steve Stevens, Tony Levin",India,58,manoj.pareek@rediff.com,Manoj,Rock,3/23/2010 0:00,186,Pareek,MPEG audio file,529841,1,+91 0124 39883988,110017,5,Asia,,Chaos-Control,0.99
"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",The Cult,6.89M,0.99,Brussels,,,Belgium,8,daan_peeters@apple.be,Daan,Rock,3/28/2010 0:00,187,Peeters,MPEG audio file,212009,1,+32 02 219 03 03,1000,1,Europe,,Sweet Soul Sister,0.99
The Police Greatest Hits,The Police,8.23M,0.99,Brussels,,G M Sumner,Belgium,8,daan_peeters@apple.be,Daan,Rock,3/28/2010 0:00,187,Peeters,MPEG audio file,247196,1,+32 02 219 03 03,1000,1,Europe,,"De Do Do Do, De Da Da Da",0.99
"Hot Rocks, 1964-1971 (Disc 1)",The Rolling Stones,7.37M,0.99,Brussels,,Jagger/Richards,Belgium,8,daan_peeters@apple.be,Daan,Rock,3/28/2010 0:00,187,Peeters,MPEG audio file,221387,1,+32 02 219 03 03,1000,1,Europe,,Under My Thumb,0.99
Transmission,The Tea Party,9.60M,1.98,Brussels,,The Tea Party,Belgium,8,daan_peeters@apple.be,Daan,Alternative & Punk,3/28/2010 0:00,187,Peeters,MPEG audio file,292466,1,+32 02 219 03 03,1000,2,Europe,,Babylon,0.99
Tangents,The Tea Party,9.08M,2.97,Brussels,,The Tea Party,Belgium,8,daan_peeters@apple.be,Daan,Alternative & Punk,3/28/2010 0:00,187,Peeters,MPEG audio file,277786,1,+32 02 219 03 03,1000,3,Europe,,Life Line,0.99
My Generation - The Very Best Of The Who,The Who,4.84M,2.97,Brussels,,John Entwistle,Belgium,8,daan_peeters@apple.be,Daan,Rock,3/28/2010 0:00,187,Peeters,MPEG audio file,149472,1,+32 02 219 03 03,1000,3,Europe,,Boris The Spider,0.99
Tangents,The Tea Party,11.30M,4.95,Brussels,,The Tea Party,Belgium,8,daan_peeters@apple.be,Daan,Alternative & Punk,3/28/2010 0:00,187,Peeters,MPEG audio file,343875,1,+32 02 219 03 03,1000,5,Europe,,Sister Awake,0.99
"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",The Cult,8.41M,4.95,Brussels,,,Belgium,8,daan_peeters@apple.be,Daan,Rock,3/28/2010 0:00,187,Peeters,MPEG audio file,257619,1,+32 02 219 03 03,1000,5,Europe,,Love Removal Machine,0.99
The Doors,The Doors,4.66M,4.95,Brussels,,"Robby Krieger, Ray Manzarek, John Densmore, Jim Morrison",Belgium,8,daan_peeters@apple.be,Daan,Rock,3/28/2010 0:00,187,Peeters,MPEG audio file,142080,1,+32 02 219 03 03,1000,5,Europe,,I Looked At You,0.99
Voodoo Lounge,The Rolling Stones,7.16M,4.95,Brussels,,Jagger/Richards,Belgium,8,daan_peeters@apple.be,Daan,Rock,3/28/2010 0:00,187,Peeters,MPEG audio file,215928,1,+32 02 219 03 03,1000,5,Europe,,You Got Me Rocking,0.99
Serie Sem Limite (Disc 1),Tim Maia,5.18M,2.97,Orlando,,Tim Maia,USA,22,hleacock@gmail.com,Heather,Latin,4/5/2010 0:00,188,Leacock,MPEG audio file,158511,1,+1 (407) 999-7788,32801,3,North  America,FL,MÃºsica No Ar,0.99
Serie Sem Limite (Disc 1),Tim Maia,7.19M,0.99,Madison,,Tim Maia,USA,25,vstevens@yahoo.com,Victor,Latin,4/18/2010 0:00,190,Stevens,MPEG audio file,217391,1,+1 (608) 257-0597,53703,1,North  America,WI,RÃ©u Confesso,0.99
Serie Sem Limite (Disc 1),Tim Maia,3.83M,3.96,Boston,,Carlos Imperial/Edardo AraÃºjo,USA,23,johngordon22@yahoo.com,John,Latin,4/18/2010 0:00,189,Gordon,MPEG audio file,115461,1,+1 (617) 522-1333,2113,4,North  America,MA,Salve Nossa Senhora,0.99
Serie Sem Limite (Disc 1),Tim Maia,7.97M,3.96,Boston,,Genival Cassiano,USA,23,johngordon22@yahoo.com,John,Latin,4/18/2010 0:00,189,Gordon,MPEG audio file,238367,1,+1 (617) 522-1333,2113,4,North  America,MA,VocÃª Fugiu,0.99
Serie Sem Limite (Disc 1),Tim Maia,5.63M,3.96,Madison,,Tim Maia,USA,25,vstevens@yahoo.com,Victor,Latin,4/18/2010 0:00,190,Stevens,MPEG audio file,171389,1,+1 (608) 257-0597,53703,4,North  America,WI,Compadre,0.99
Serie Sem Limite (Disc 2),Tim Maia,4.58M,1.98,Tucson,,,USA,27,patrick.gray@aol.com,Patrick,Latin,4/19/2010 0:00,191,Gray,MPEG audio file,139598,1,+1 (520) 622-4200,85719,2,North  America,AZ,Padre CÃ­cero,0.99
Serie Sem Limite (Disc 2),Tim Maia,5.03M,1.98,Tucson,,,USA,27,patrick.gray@aol.com,Patrick,Latin,4/19/2010 0:00,191,Gray,MPEG audio file,152607,1,+1 (520) 622-4200,85719,2,North  America,AZ,NÃ£o Quero Dinheiro,0.99
Serie Sem Limite (Disc 2),Tim Maia,5.20M,3.96,Tucson,,,USA,27,patrick.gray@aol.com,Patrick,Latin,4/19/2010 0:00,191,Gray,MPEG audio file,159791,1,+1 (520) 622-4200,85719,4,North  America,AZ,A Festa Do Santo Reis,0.99
Serie Sem Limite (Disc 2),Tim Maia,8.38M,4.95,Tucson,,,USA,27,patrick.gray@aol.com,Patrick,Latin,4/19/2010 0:00,191,Gray,MPEG audio file,253805,1,+1 (520) 622-4200,85719,5,North  America,AZ,Gostava Tanto De VocÃª,0.99
AcÃºstico,TitÃ£s,1.22M,0.99,Halifax,,TitÃ£s,Canada,31,marthasilk@gmail.com,Martha,Alternative & Punk,4/20/2010 0:00,192,Silk,MPEG audio file,37120,1,+1 (902) 450-0450,B3S 1C5,1,North  America,NS,CabeÃ§a Dinossauro,0.99
AcÃºstico,TitÃ£s,7.15M,0.99,Halifax,,TitÃ£s,Canada,31,marthasilk@gmail.com,Martha,Alternative & Punk,4/20/2010 0:00,192,Silk,MPEG audio file,215510,1,+1 (902) 450-0450,B3S 1C5,1,North  America,NS,Flores,0.99
AcÃºstico,TitÃ£s,10.79M,0.99,Halifax,,TitÃ£s,Canada,31,marthasilk@gmail.com,Martha,Alternative & Punk,4/20/2010 0:00,192,Silk,MPEG audio file,322612,1,+1 (902) 450-0450,B3S 1C5,1,North  America,NS,Comida,0.99
Serie Sem Limite (Disc 2),Tim Maia,6.89M,0.99,Halifax,,,Canada,31,marthasilk@gmail.com,Martha,Latin,4/20/2010 0:00,192,Silk,MPEG audio file,209737,1,+1 (902) 450-0450,B3S 1C5,1,North  America,NS,BalanÃ§o,0.99
AcÃºstico,TitÃ£s,9.87M,1.98,Halifax,,TitÃ£s,Canada,31,marthasilk@gmail.com,Martha,Alternative & Punk,4/20/2010 0:00,192,Silk,MPEG audio file,296829,1,+1 (902) 450-0450,B3S 1C5,2,North  America,NS,Os Cegos Do Castelo,0.99
AcÃºstico,TitÃ£s,1.12M,2.97,Halifax,,TitÃ£s,Canada,31,marthasilk@gmail.com,Martha,Alternative & Punk,4/20/2010 0:00,192,Silk,MPEG audio file,34168,1,+1 (902) 450-0450,B3S 1C5,3,North  America,NS,Homem Primata (Vinheta),0.99
Volume Dois,TitÃ£s,9.14M,1.98,Frankfurt,,Nando Reis,Germany,37,fzimmermann@yahoo.de,Fynn,Alternative & Punk,4/23/2010 0:00,193,Zimmermann,MPEG audio file,276035,1,+49 069 40598889,60316,2,Europe,,Eu E Ela,0.99
Volume Dois,TitÃ£s,5.68M,2.97,Frankfurt,,Branco Mello/Carlos Barmack/Ciro Pessoa/Marcelo Fromer/Toni Belloto,Germany,37,fzimmermann@yahoo.de,Fynn,Alternative & Punk,4/23/2010 0:00,193,Zimmermann,MPEG audio file,170684,1,+49 069 40598889,60316,3,Europe,,Sonifera Ilha,0.99
Volume Dois,TitÃ£s,6.24M,4.95,Frankfurt,,SÃ©rgio Britto,Germany,37,fzimmermann@yahoo.de,Fynn,Alternative & Punk,4/23/2010 0:00,193,Zimmermann,MPEG audio file,189440,1,+49 069 40598889,60316,5,Europe,,AmanhÃ£ NÃ£o Se Sabe,0.99
"Battlestar Galactica, Season 3",Battlestar Galactica,528.50M,1.99,Frankfurt,,,Germany,37,fzimmermann@yahoo.de,Fynn,Science Fiction,4/23/2010 0:00,193,Zimmermann,Protected MPEG-4 video file,2622038,1,+49 069 40598889,60316,1,Europe,,Unfinished Business,1.99
"Battlestar Galactica, Season 3",Battlestar Galactica,475.08M,1.99,Frankfurt,,,Germany,37,fzimmermann@yahoo.de,Fynn,TV Shows,4/23/2010 0:00,193,Zimmermann,Protected MPEG-4 video file,2621708,1,+49 069 40598889,60316,1,Europe,,"Exodus, Pt. 1",1.99
"Heroes, Season 1",Heroes,515.67M,1.99,Frankfurt,,,Germany,37,fzimmermann@yahoo.de,Fynn,TV Shows,4/23/2010 0:00,193,Zimmermann,Protected MPEG-4 video file,2611986,1,+49 069 40598889,60316,1,Europe,,Genesis,1.99
"Heroes, Season 1",Heroes,537.11M,3.98,Frankfurt,,,Germany,37,fzimmermann@yahoo.de,Fynn,Drama,4/23/2010 0:00,193,Zimmermann,Protected MPEG-4 video file,2590382,1,+49 069 40598889,60316,2,Europe,,Distractions,1.99
"Heroes, Season 1",Heroes,510.06M,7.96,Frankfurt,,,Germany,37,fzimmermann@yahoo.de,Fynn,TV Shows,4/23/2010 0:00,193,Zimmermann,Protected MPEG-4 video file,2605647,1,+49 069 40598889,60316,4,Europe,,Nothing to Hide,1.99
"Battlestar Galactica, Season 3",Battlestar Galactica,462.82M,9.95,Frankfurt,,,Germany,37,fzimmermann@yahoo.de,Fynn,Science Fiction,4/23/2010 0:00,193,Zimmermann,Protected MPEG-4 video file,2620245,1,+49 069 40598889,60316,5,Europe,,A Day In the Life,1.99
How To Dismantle An Atomic Bomb,U2,11.43M,1.98,Dublin,,"Adam Clayton, Bono, Larry Mullen & The Edge",Ireland,46,hughoreilly@apple.ie,Hugh,Rock,4/28/2010 0:00,194,O'Reilly,MPEG audio file,347951,1,+353 01 6792424,,2,Europe,Dublin,City Of Blinding Lights,0.99
B-Sides 1980-1990,U2,6.39M,2.97,Dublin,,U2,Ireland,46,hughoreilly@apple.ie,Hugh,Rock,4/28/2010 0:00,194,O'Reilly,MPEG audio file,196702,1,+353 01 6792424,,3,Europe,Dublin,Spanish Eyes,0.99
"Lost, Season 2",Lost,518.38M,1.99,Dublin,,,Ireland,46,hughoreilly@apple.ie,Hugh,TV Shows,4/28/2010 0:00,194,O'Reilly,Protected MPEG-4 video file,2679583,1,+353 01 6792424,,1,Europe,Dublin,The Long Con,1.99
"Lost, Season 2",Lost,502.66M,3.98,Dublin,,,Ireland,46,hughoreilly@apple.ie,Hugh,TV Shows,4/28/2010 0:00,194,O'Reilly,Protected MPEG-4 video file,2564958,1,+353 01 6792424,,2,Europe,Dublin,Adrift,1.99
"Lost, Season 1",Lost,208.67M,5.97,Dublin,,,Ireland,46,hughoreilly@apple.ie,Hugh,TV Shows,4/28/2010 0:00,194,O'Reilly,Protected MPEG-4 video file,2605557,1,+353 01 6792424,,3,Europe,Dublin,Exodus (Part 2) [Season Finale],1.99
"Lost, Season 2",Lost,495.49M,7.96,Dublin,,,Ireland,46,hughoreilly@apple.ie,Hugh,Drama,4/28/2010 0:00,194,O'Reilly,Protected MPEG-4 video file,2610125,1,+353 01 6792424,,4,Europe,Dublin,The Whole Truth,1.99
"Lost, Season 2",Lost,487.40M,9.95,Dublin,,,Ireland,46,hughoreilly@apple.ie,Hugh,TV Shows,4/28/2010 0:00,194,O'Reilly,Protected MPEG-4 video file,2610416,1,+353 01 6792424,,5,Europe,Dublin,The 23rd Psalm,1.99
"Lost, Season 2",Lost,535.26M,9.95,Dublin,,,Ireland,46,hughoreilly@apple.ie,Hugh,TV Shows,4/28/2010 0:00,194,O'Reilly,Protected MPEG-4 video file,2610625,1,+353 01 6792424,,5,Europe,Dublin,The Other 48 Days,1.99
Rattle And Hum,U2,8.62M,0.99,Sao Jose dos Campos,Embraer,"Dylan, Bob",Brazil,1,luisg@embraer.com.br,Lucas,Rock,5/6/2010 0:00,195,Gonasalves,MPEG audio file,264568,1,+55 (12) 3923-5555,12227-000,1,South America,SP,All Along The Watchtower,0.99
Rattle And Hum,U2,8.81M,0.99,Oslo,,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",Norway,4,bjorn.hansen@yahoo.no,Bjarn,Rock,5/19/2010 0:00,197,Hansen,MPEG audio file,267807,1,+47 22 44 22 22,171,1,Europe,,Pride (In The Name Of Love),0.99
Rattle And Hum,U2,11.54M,3.96,Stuttgart,,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",Germany,2,leonekohler@surfeu.de,Leonie,Rock,5/19/2010 0:00,196,Kahler,MPEG audio file,353567,1,+49 0711 2842222,70174,4,Europe,,I Still Haven't Found What I'm Looking for,0.99
Rattle And Hum,U2,1.25M,3.96,Stuttgart,,"Mabins, Macie/Magee, Sterling/Robinson, Bobby",Germany,2,leonekohler@surfeu.de,Leonie,Rock,5/19/2010 0:00,196,Kahler,MPEG audio file,38164,1,+49 0711 2842222,70174,4,Europe,,Freedom For My People,0.99
Rattle And Hum,U2,12.51M,3.96,Oslo,,"Bono/Clayton, Adam/Dylan, Bob/Mullen Jr., Larry/The Edge",Norway,4,bjorn.hansen@yahoo.no,Bjarn,Rock,5/19/2010 0:00,197,Hansen,MPEG audio file,384522,1,+47 22 44 22 22,171,4,Europe,,Love Rescue Me,0.99
Rattle And Hum,U2,9.87M,0.99,Prague,,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",Czech Republic,6,hholy@gmail.com,Helena,Rock,5/20/2010 0:00,198,Hola,MPEG audio file,303360,1,+420 2 4177 0449,14300,1,Europe,,Heartland,0.99
Rattle And Hum,U2,1.39M,1.98,Prague,,"Hendrix, Jimi",Czech Republic,6,hholy@gmail.com,Helena,Rock,5/20/2010 0:00,198,Hola,MPEG audio file,43232,1,+420 2 4177 0449,14300,2,Europe,,The Star Spangled Banner,0.99
Rattle And Hum,U2,12.73M,3.96,Prague,,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",Czech Republic,6,hholy@gmail.com,Helena,Rock,5/20/2010 0:00,198,Hola,MPEG audio file,390243,1,+420 2 4177 0449,14300,4,Europe,,All I Want Is You,0.99
The Best Of 1980-1990,U2,8.49M,4.95,Prague,,U2,Czech Republic,6,hholy@gmail.com,Helena,Rock,5/20/2010 0:00,198,Hola,MPEG audio file,258925,1,+420 2 4177 0449,14300,5,Europe,,New Year's Day,0.99
The Best Of 1980-1990,U2,11.63M,0.99,São Paulo,Woodstock Discos,U2,Brazil,10,eduardo@woodstock.com.br,Eduardo,Rock,5/21/2010 0:00,199,Martins,MPEG audio file,351817,1,+55 (11) 3033-5446,01007-010,1,South America,SP,Bad,0.99
The Best Of 1980-1990,U2,19.20M,0.99,São Paulo,Woodstock Discos,U2 & Van Dyke Parks,Brazil,10,eduardo@woodstock.com.br,Eduardo,Rock,5/21/2010 0:00,199,Martins,MPEG audio file,591986,1,+55 (11) 3033-5446,01007-010,1,South America,SP,All I Want Is You,0.99
The Best Of 1980-1990,U2,6.07M,2.97,São Paulo,Woodstock Discos,U2 & Daragh O'Toole,Brazil,10,eduardo@woodstock.com.br,Eduardo,Rock,5/21/2010 0:00,199,Martins,MPEG audio file,183066,1,+55 (11) 3033-5446,01007-010,3,South America,SP,Sweetest Thing,0.99
War,U2,9.37M,3.96,São Paulo,Woodstock Discos,U2,Brazil,10,eduardo@woodstock.com.br,Eduardo,Rock,5/21/2010 0:00,199,Martins,MPEG audio file,287294,1,+55 (11) 3033-5446,01007-010,4,South America,SP,Like A Song...,0.99
Zooropa,U2,7.94M,3.96,São Paulo,Woodstock Discos,U2; Bono,Brazil,10,eduardo@woodstock.com.br,Eduardo,Rock,5/21/2010 0:00,199,Martins,MPEG audio file,241998,1,+55 (11) 3033-5446,01007-010,4,South America,SP,Babyface,0.99
War,U2,7.45M,4.95,São Paulo,Woodstock Discos,U2,Brazil,10,eduardo@woodstock.com.br,Eduardo,Rock,5/21/2010 0:00,199,Martins,MPEG audio file,225854,1,+55 (11) 3033-5446,01007-010,5,South America,SP,Red Light,0.99
"The Best Of Van Halen, Vol. I",Van Halen,6.92M,0.99,Mountain View,Google Inc.,"Edward Van Halen, Alex Van Halen, David Lee Roth",USA,16,fharris@google.com,Frank,Rock,5/24/2010 0:00,200,Harris,MPEG audio file,211853,1,+1 (650) 253-0000,94043-1351,1,North  America,CA,Panama,0.99
"The Best Of Van Halen, Vol. I",Van Halen,8.11M,0.99,Mountain View,Google Inc.,Van Halen,USA,16,fharris@google.com,Frank,Rock,5/24/2010 0:00,200,Harris,MPEG audio file,248502,1,+1 (650) 253-0000,94043-1351,1,North  America,CA,Can't Stop Loving You,0.99
Van Halen,Van Halen,5.19M,1.98,Mountain View,Google Inc.,Ray Davies,USA,16,fharris@google.com,Frank,Rock,5/24/2010 0:00,200,Harris,MPEG audio file,158589,1,+1 (650) 253-0000,94043-1351,2,North  America,CA,You Really Got Me,0.99
UB40 The Best Of - Volume Two [UK],UB40,6.79M,2.97,Mountain View,Google Inc.,,USA,16,fharris@google.com,Frank,Reggae,5/24/2010 0:00,200,Harris,MPEG audio file,203833,1,+1 (650) 253-0000,94043-1351,3,North  America,CA,Homely Girl,0.99
"The Best Of Van Halen, Vol. I",Van Halen,7.57M,2.97,Mountain View,Google Inc.,"Edward Van Halen, Alex Van Halen, David Lee Roth, Michael Anthony",USA,16,fharris@google.com,Frank,Rock,5/24/2010 0:00,200,Harris,MPEG audio file,228336,1,+1 (650) 253-0000,94043-1351,3,North  America,CA,Ain't Talkin' 'bout Love,0.99
UB40 The Best Of - Volume Two [UK],UB40,11.35M,4.95,Mountain View,Google Inc.,,USA,16,fharris@google.com,Frank,Reggae,5/24/2010 0:00,200,Harris,MPEG audio file,341498,1,+1 (650) 253-0000,94043-1351,5,North  America,CA,Bring Me Your Cup,0.99
Zooropa,U2,7.25M,4.95,Mountain View,Google Inc.,U2; Bono,USA,16,fharris@google.com,Frank,Rock,5/24/2010 0:00,200,Harris,MPEG audio file,225697,1,+1 (650) 253-0000,94043-1351,5,North  America,CA,The First Time,0.99
Diver Down,Van Halen,1.44M,4.95,Mountain View,Google Inc.,Alex Van Halen/David Lee Roth/Edward Van Halen/Michael Anthony,USA,16,fharris@google.com,Frank,Rock,5/24/2010 0:00,200,Harris,MPEG audio file,42240,1,+1 (650) 253-0000,94043-1351,5,North  America,CA,Little Guitars (Intro),0.99
Diver Down,Van Halen,6.87M,4.95,Mountain View,Google Inc.,Alex Van Halen/David Lee Roth/Edward Van Halen/Michael Anthony,USA,16,fharris@google.com,Frank,Rock,5/24/2010 0:00,200,Harris,MPEG audio file,210259,1,+1 (650) 253-0000,94043-1351,5,North  America,CA,Hang 'Em High,0.99
Vinicius De Moraes,VinÃ­cius De Moraes,7.43M,2.97,Madison,,,USA,25,vstevens@yahoo.com,Victor,Latin,5/29/2010 0:00,201,Stevens,MPEG audio file,222406,1,+1 (608) 257-0597,53703,3,North  America,WI,Tudo Na Mais Santa Paz,0.99
Ao Vivo [IMPORT],Zeca Pagodinho,5.33M,2.97,Madison,,Aldir Blanc/Jayme Vignoli,USA,25,vstevens@yahoo.com,Victor,Latin,5/29/2010 0:00,201,Stevens,MPEG audio file,158484,1,+1 (608) 257-0597,53703,3,North  America,WI,Sem Essa de Malandro Agulha,0.99
